Country,GroupCount_CountrySums,sum_msy,sum_catch0,sum_DeltaRawBio_F1,sum_DeltaRawF_F1,sum_DeltaProfits_F1,sum_DeltaYields_F1,GroupCount_CountryMeans,mean_msy,mean_b0,mean_f0,mean_y0,mean_PercBio_F1,mean_PercF_F1,mean_PercProfits_F1,mean_PercYields_F1,GroupCount_CountryMatrix,median_msy,median_b0,median_f0,median_y0,median_PercBio_F1,median_PercF_F1,median_PercProfits_F1,median_PercYields_F1,GroupCount_CountrySD,std_msy,std_b0,std_f0,std_y0,std_PercBio_F1,std_PercF_F1,std_PercProfits_F1,std_DeltaRawBio_F1,std_DeltaRawF_F1,std_DeltaProfits_F1,std_PercYields_F1,std_DeltaYields_F1
South Africa,10,4243.28797410953,109838,24853.9093670422,-0.176972877108504,6059286.12152421,1005.85176421076,10,424.328797410953,0.5149110062,1.23807605048944,70.095896344814,89.7350773867115,-8.52047933268731,20340568071.0012,48.20306459032,10,270.972618566492,0.455395,1.09760572813973,0.639329500369828,37.3758934222794,-9.94821903187812,75.537922433624,55.5327238644025,10,359.45949394726,0.27996463520217,0.415949579739438,219.913605913376,120.376665754226,28.3921988765922,57653599118.0092,3914.16716442803,0.0400382275429661,890139.386426597,42.0102320013208,144.131692770087
Korea, Dem. People's Rep,1,3984.64216106241,3000,29214.3970189344,-0.0956620602765587,15587662.3232364,2488.89499473695,1,3984.64216106241,0.31936,1.9,0.752890693502104,400.103930238958,-46.7178630113978,1300230095729.28,166.466061195305,1,3984.64216106241,0.31936,1.9,0.752890693502104,400.103930238958,-46.7178630113978,1300230095729.28,166.466061195305,1,0,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,1,3732.03716182103,3598,32864.4490045466,-0.0679463463807654,13325762.9010068,2083.35224056998,1,3732.03716182103,0.36384,1.9,0.964084719414844,308.179826777751,-44.297546422041,1190556913870.86,127.366178525471,1,3732.03716182103,0.36384,1.9,0.964084719414844,308.179826777751,-44.297546422041,1190556913870.86,127.366178525471,1,0,0,0,0,0,0,0,0,0,0,0,0
Gabon,4,3458.80585743651,2414,26131.5407269781,-0.0707635403964197,8801938.20575936,1482.1001211111,4,864.701464359127,0.3488625,1.39136365807933,0.579880419244298,155.245203154878,46.2475621396673,20792475959.2507,106.37008418218,4,858.440637174224,0.30279,1.69757943824142,0.62604181807946,164.252457364118,-33.5088932178041,1212.99464169509,107.97393019501,4,694.163746918163,0.126983071148611,0.766825132391583,0.395207218900494,158.574150894458,165.939364398965,41584950237.4789,7441.50327482571,0.0555927927870251,1843404.34667596,42.9124597485168,254.895393730513
Iceland,7,3109.22807823331,503.5,-8474.55313463982,-0.190169815760765,2318062.33931049,1185.79412181526,7,444.175439747616,0.43291,1.16946493756551,0.685340323969268,187.941539837035,369.978292776322,54834524.8533894,281.972585119122,7,88.8094082545256,0.34679,1.9,0.72421495772531,276.631003847098,-38.1955634833985,818.460758502668,147.405648779112,7,1001.7969071292,0.164833686787622,0.919641989841432,0.625140809533001,224.431978929206,778.741110758517,111061956.204525,3477.75089696076,0.110633086581105,433097.949298495,355.330001765209,329.001339567029
Faroe Islands,6,2984.97790304336,2790,11416.7998284423,-0.340771061602093,3179081.13100254,321.939708973911,6,497.496317173894,0.477725,1.50418537019744,0.706003686885892,153.004145541638,-32.851874809432,542449230.175953,56.5172552823595,6,223.719011604397,0.41363,1.48661262203513,0.667903412985926,154.785048593333,-32.1619001270509,292.259815038711,52.1279168466537,6,738.766149252302,0.206186398460228,0.378886935741417,0.267358672393988,121.119072093872,14.260591257799,1328723135.80157,2745.90941480423,0.0487136778061843,765288.624074674,51.6877852172537,69.9988729102306
Egypt,3,2957.23712943989,3131,20307.8618801202,-0.165342115208949,6378656.66323487,863.442788251284,3,985.745709813295,0.556823333333333,1.79215109292521,1.12998265282897,177.902994342879,-40.5042601759477,58000420144.8922,62.7568420407295,3,729.732080192982,0.68524,1.9,1.07714161755123,172.640565729039,-42.1923963933036,627.488780052637,57.6069775076976,3,660.639142084964,0.255102729176568,0.263839010958286,0.635942356839401,83.4957601290179,4.94914015728905,100459673923.104,3075.41456177706,0.0224930030702054,766930.366745067,37.3091594402917,103.168352640944
China, Hong Kong SAR,3,2266.6497308851,1165,-6155.77709713154,0.0238661069632797,4284984.69389993,948.092611355325,3,755.549910295034,0.614096666666667,0.724143781576148,0.479477781038061,13.4738675546997,474.872094641088,263.095660352377,255.405327242868,3,795.666303617821,0.71437,0.729726499059357,0.181373521341203,15.2083386113094,49.2329443383487,246.961386587968,71.9287958329517,3,107.225380127088,0.327146028759839,0.650997416565382,0.633270432449636,60.572593762345,814.554223599613,197.921957721569,9654.80114119634,0.0472680043236028,818201.631335459,376.174926485113,334.696929133848
Congo, Republic of,6,2098.15475232218,2764,16766.3748077867,-0.450138494961003,6178831.6139588,836.459496576897,6,349.692458720363,0.62487,1.82036867458641,1.30535824359764,232.338470885288,-43.7645519947553,60323931976.9911,85.9191063467362,6,385.411926244101,0.595355,1.9,1.16328344701254,245.656200614177,-44.8993118298766,21900835227.9063,98.2599354400992,6,247.263040430273,0.272005727586755,0.229693827462,0.564662698773859,76.9306556208175,3.55295453198586,81532166348.1926,2962.31841319463,0.0303183570541983,750798.835257241,39.4200381340454,124.225709475463
Libyan Arab Jamahiriya,1,1897.55352333778,990,1022.05585052981,0.00240729663117974,516107.236009077,138.298633598604,1,1897.55352333778,0.50759,1.02784612384318,0.521724414001561,4.86272658277063,2.8863848816677,9.31509250992011,7.88946846936025,1,1897.55352333778,0.50759,1.02784612384318,0.521724414001561,4.86272658277063,2.8863848816677,9.31509250992011,7.88946846936025,1,0,0,0,0,0,0,0,0,0,0,0,0
Saudi Arabia,7,1652.67702260658,1855,11958.4689791896,-0.712824566284695,4482748.48848832,675.731848641657,7,236.096717515226,0.553902857142857,1.78844592736773,1.19969651813354,296.068381987599,-43.7639831213313,33695172419.7854,115.451020153649,7,84.737797759124,0.45049,1.9,1.11028818741331,350.02043579474,-47.382443011803,22106069451.8522,132.025620201479,7,296.137299892622,0.244761715805004,0.19003601801629,0.555226169541139,146.404197871588,6.12177838874462,49788451560.2686,2320.92370638354,0.0462446864997501,710677.102191909,63.0128539717329,102.376676313238
Costa Rica,3,1641.86027583204,1090,13293.6633161412,-0.109513229914875,3911302.34853075,984.212791645326,3,547.286758610679,0.181823333333333,1.66340130695208,0.405278287596992,324.32325959823,-29.1740464403137,4488592212.78906,168.499872395174,3,95.6938675844505,0.1756,1.9,0.296789618515727,351.797543515889,-40.3119790577497,3523.607032965,169.669012390336,3,806.819747667915,0.0743206770241858,0.409800957363391,0.267561252129302,255.678371586998,20.3970649880305,7774466656.38159,6681.8940003612,0.0287746838000029,2031315.46164602,120.690547689764,507.162967845937
Guinea-Bissau,5,1215.94205555081,1030,11379.7227839092,-0.449688494192587,4898148.54101727,801.787385126351,5,243.188411110163,0.344336,1.91244745441442,0.947645513467035,472.254614745575,-46.3507934605523,76446280173.1544,208.111627604002,5,149.170418704074,0.28036,1.9,0.860512231431147,458.359820901911,-46.4278745681264,48545885712.7782,192.550233137981,5,214.300552933155,0.218272241776182,0.0278333542174819,0.614695844515708,153.868297896412,1.91263356936527,63638032061.9439,2768.67888506526,0.0267118544439101,914031.569818657,88.6627457778313,157.309954639478
Liberia,6,989.19989568205,582,-47.9150439758346,0.0615876116931082,1309204.88949221,288.514961848213,6,164.866649280342,0.58822,0.857877444899218,0.539726879977135,17.4101695438772,268.795015176109,158.396086130076,144.793708808745,6,119.366615080398,0.56019,0.930163674983093,0.494212537769071,0.695755772295653,20.3465722222895,23.8612450716703,43.2812519906421,6,121.95667753908,0.269196456588864,0.577635878509958,0.397780592686865,78.4345390892926,594.38538398594,229.525936065759,852.626587871034,0.0649708986000581,260915.573201416,279.72854295827,46.186657201901
Dominican Republic,5,929.054835534052,381,4321.26938660498,-0.0105965386894761,1255052.04848968,277.88284374472,5,185.81096710681,0.3446,1.1376630307728,0.396547804811785,47.4594910570574,5.35158220033579,92.4075770095665,45.5568790223385,5,165.871012051598,0.32194,0.991999979323613,0.334368509131355,34.1675911523076,13.915213493244,72.8863576648077,50.341014682134,5,83.5321910980565,0.0877937460756744,0.298424882419366,0.165429698508933,43.6014705952014,29.435466820198,69.5954060291027,672.376077191325,0.017932578091933,140140.481774859,12.4581398081602,27.4961481672878
Qatar,2,842.114596770486,631.5,7041.1883648612,-0.0236817197937232,2573174.00363549,398.13020565273,2,421.057298385243,0.291715,1.13503721540742,0.415577288580055,109.114086055779,49.9020771823685,1531.19740867364,108.669161858386,2,421.057298385243,0.291715,1.13503721540742,0.415577288580055,109.114086055779,49.9020771823685,1531.19740867364,108.669161858386,2,586.154314723191,0.174860435919621,0.966140875072606,0.48031088764294,162.580734818236,128.917115471664,2017.09897224878,4988.07619711382,0.064283349401161,1806161.59388487,25.8719491971486,276.758606930125
Kuwait,4,790.854716088189,453,-771.333091836208,-0.0688646603014869,1889491.3532232,447.194835710145,4,197.713679022047,0.6214075,1.27167784338813,0.754204578019289,134.278341366341,60.5595681743141,25691465025.7703,101.578006715499,4,162.046428227089,0.664545,1.48924729261709,0.832244286290183,140.478251621131,-22.975524181813,9453443840.1677,118.744079725434,4,192.59954159081,0.285417252150251,0.807846241942103,0.42680511851909,174.341584065349,183.049239533197,39789412965.6392,2376.48368873495,0.0594445412770104,431844.982306909,71.1154842890798,123.401979593656
Colombia,4,786.254564849321,174,-1324.00471701532,0.050615649548749,1473642.06246384,441.93561898838,4,196.56364121233,0.2186325,0.730049689163261,0.300496207381815,101.61334298279,189.175176748037,10126779955.0639,202.359685713204,4,158.028124565582,0.18565,0.403061356871424,0.115630035862361,-18.4949144850921,208.268825612003,201.98036461491,221.011198941497,4,138.90071363882,0.0949665847811745,0.79259715196231,0.427576410241601,242.778330338043,191.465478869843,20253559611.0202,1211.49737276058,0.0490215363437899,253267.985161417,97.585168119408,83.3751084544657
Yemen,1,772.635431983189,430,-1150.9298224063,0.0248726275062713,17916.0316038902,91.2099432092856,1,772.635431983189,0.92541,0.601394770041579,0.556536734144178,-13.7098617671824,32.176797077348,0.959489459868834,14.0555409097545,1,772.635431983189,0.92541,0.601394770041579,0.556536734144178,-13.7098617671824,32.176797077348,0.959489459868834,14.0555409097545,1,0,0,0,0,0,0,0,0,0,0,0,0
Kiribati,2,658.916475372356,176,-624.239552596954,0.10078493888996,748737.542098593,327.178675285769,2,329.458237686178,0.37587,0.595667224190374,0.219659563649828,-5.80346629292471,2255.53679318499,902.784757430169,1199.88590146626,2,329.458237686178,0.37587,0.595667224190374,0.219659563649828,-5.80346629292471,2255.53679318499,902.784757430169,1199.88590146626,2,104.354147385805,0.010408611819066,0.813533251158785,0.299582674203114,57.4531398178213,3198.94825878168,1212.61791411144,2446.53130918737,0.078369761793403,24587.6883806854,1659.96852760639,114.457826661585
Albania,4,598.65194882848,448,2510.24177705944,-0.484261724254771,1063165.06348477,132.433674065144,4,149.66298720712,0.4873625,1.63828386071168,0.851470157276677,324.713646189903,-41.9700025339853,5140033061.12178,100.435765846866,4,146.872839032168,0.46635,1.69260649891713,0.842008982415629,334.577246291226,-42.452769447695,2176215043.34535,106.974506282229,4,128.358089033373,0.0574717178996185,0.31495446360213,0.179244447150493,303.931482731964,20.1929736813053,7658404872.03401,583.880663125311,0.100327483119459,134527.405387079,91.2083468286413,21.0338289448866
Norway,5,589.36733291029,253.5,-627.370912896548,-0.027578539296842,1117884.02774892,155.018834027388,5,117.873466582058,0.559528,1.03588214026461,0.553452158002754,53.1911779516259,10.9960842241881,4201948010.37374,30.8110537956549,5,78.5277575493052,0.50428,0.978996036912557,0.522108376445836,20.0945149963926,-11.2168409847655,30.3751801568076,44.8108230866662,5,128.983873994276,0.237290861328455,0.522483284181899,0.285503866173956,97.2136795061381,72.2216406603577,9395841283.77721,1267.8818817609,0.0337357367362338,310427.421725527,28.8351812037927,53.8559073943027
Congo, Dem. Rep. of the,2,581.138227960939,349,3137.28693514673,-0.0713926774024188,971314.648563225,125.894327117939,2,290.56911398047,0.39329,1.36532199578256,0.566725548345231,89.3728183887438,-29.4169073517145,174.884426414821,29.7776190096587,2,290.56911398047,0.39329,1.36532199578256,0.566725548345231,89.3728183887438,-29.4169073517145,174.884426414821,29.7776190096587,2,54.9596925485487,0.128325738649735,0.463789430507528,0.357609698727833,78.8853133872961,9.85626519666916,184.393934330087,1280.75846491048,0.0128988869851782,420258.601232936,37.0146066432443,77.110173457637
Bahamas,1,503.748414909276,199,5635.79998680164,-0.0566724806481944,2132673.24252039,362.879938039753,1,503.748414909276,0.15074,1.9,0.395038463864625,561.249757815859,-43.2091903722712,156199747219.321,275.529091125022,1,503.748414909276,0.15074,1.9,0.395038463864625,561.249757815859,-43.2091903722712,156199747219.321,275.529091125022,1,0,0,0,0,0,0,0,0,0,0,0,0
Fiji, Republic of,4,499.490557386939,240,3852.50852844012,-0.0770055160354606,1267876.1057071,231.011043802963,4,124.872639346735,0.3291,1.45824546615279,0.47177128185308,165.466515945726,-4.82272104983716,19799531109.8039,90.2777806638694,4,127.841921333195,0.312895,1.70049471464754,0.46948755355218,204.539341959667,-33.5680817394345,15797756234.4596,97.7668760797497,4,34.4408432938577,0.0752688182450077,0.639710244197926,0.208280573779435,139.204357679922,62.695893386031,23778136423.3442,949.762706413856,0.0373862558595986,214820.10005607,38.0850600536108,25.677989766363
Mauritania,1,473.879200124567,500,4623.99039303313,-0.0560432957248369,1633003.70321897,254.848524484022,1,473.879200124567,0.35381,1.9,1.05512122048946,281.809931232011,-42.7665738911403,148382791310.631,118.522904867961,1,473.879200124567,0.35381,1.9,1.05512122048946,281.809931232011,-42.7665738911403,148382791310.631,118.522904867961,1,0,0,0,0,0,0,0,0,0,0,0,0
Singapore,5,460.603460576364,117,-1593.66297233174,0.0621679423627291,512355.944356724,182.616915586088,5,92.1206921152729,0.451738,0.81728167586839,0.334314930347807,17.3565265155282,74.2906231492042,81.5170801746312,68.880035141795,5,67.344040181283,0.35077,0.781886494835958,0.237585983212912,-6.14665417954984,15.4023892381142,84.7965572971225,66.4608888913606,5,56.5264746000679,0.242031207016781,0.439406700007254,0.193708012523011,50.7475472849872,110.342496731058,56.7920648107236,1046.89107403304,0.0169733681420785,72379.832560637,45.8683035386555,33.285847968429
Mauritius,1,358.989353715815,497,3255.66204511029,-0.0629134535577936,1237773.02712465,191.264973235053,1,358.989353715815,0.38839,1.9,1.38444217037544,282.415742020141,-43.7084870734381,113770304560.323,115.267606852476,1,358.989353715815,0.38839,1.9,1.38444217037544,282.415742020141,-43.7084870734381,113770304560.323,115.267606852476,1,0,0,0,0,0,0,0,0,0,0,0,0
Yugoslavia SFR,3,309.332260397781,121,2380.32983645409,0.00289415056191184,864268.104121166,160.764013250075,3,103.110753465927,0.431483333333333,1.16176808898506,0.327487227587898,118.004810406965,85.9715268116837,20545043832.9638,112.527522037056,3,58.3898010229015,0.25231,1.45762091691525,0.325399293492161,149.030153113261,-24.2496011743067,396.019720568038,122.209449199959,3,91.2845534460844,0.335827368499551,0.799295255065874,0.118313220568004,150.770956510862,201.75646357442,35585059345.0644,1417.4955830512,0.0517332327237567,324067.084775486,20.8092612294817,48.9892177387254
Algeria,1,304.256656284553,245,2454.86088971495,-0.030485375938928,575224.285952976,39.1236495909118,1,304.256656284553,0.59297,1.35797968933612,0.805241216385637,80.0933767805664,-36.0838221841278,416.673988867561,15.1088029376756,1,304.256656284553,0.59297,1.35797968933612,0.805241216385637,80.0933767805664,-36.0838221841278,416.673988867561,15.1088029376756,1,0,0,0,0,0,0,0,0,0,0,0,0
Belize,1,284.50492075129,166,1635.40224288303,-0.0560823949902246,789731.654003095,85.8335803345668,1,284.50492075129,0.38573,1.51263758932732,0.583469697331227,126.252467390799,-36.6580553422794,310.78872532332,43.312712681407,1,284.50492075129,0.38573,1.51263758932732,0.583469697331227,126.252467390799,-36.6580553422794,310.78872532332,43.312712681407,1,0,0,0,0,0,0,0,0,0,0,0,0
Puerto Rico,5,277.745387485022,222,1170.81456810362,-0.586234107582769,854862.321790081,133.217565758409,5,55.5490774970043,0.45807,1.66339386640689,0.788583587913311,261.203247335155,-39.8935590345621,10143816395.8504,99.9594536772533,5,67.3903830272346,0.49202,1.7585984802652,0.830979102424282,271.117817396399,-45.5904921088949,4485.48716908955,101.923378141591,5,26.3544882509611,0.0620145345866596,0.304137418142909,0.227779075283642,158.441054768021,14.7366284549333,14005092924.8885,158.170671290757,0.0562632730947725,131489.893925567,64.3152468756679,21.0403503834924
Channel Islands,8,269.241573200006,162,767.944868818544,-0.36043546574142,585734.110303575,108.883875133938,8,33.6551966500008,0.5066025,1.2534263808947,0.615622315771098,161.979139908461,-12.7817721158844,5083531615.36186,68.9317079735072,8,11.2677369615767,0.412315,1.14444815609508,0.514664773300491,58.2034560526866,-20.0214739775103,6434.70945043078,32.5719682758746,8,46.7849453707567,0.2364220445819,0.55126148234184,0.349751530247393,203.352033689342,39.5202489004099,12928085847.9227,252.927233099263,0.0702603802855939,149173.110934301,74.9091401303723,24.1273714241955
Israel,2,245.515282029846,161,-214.754602493063,-0.0100465651419536,207310.944911869,53.1226561972458,2,122.757641014923,0.61489,1.09967206922979,0.715867208967471,27.2020564016055,22.2549734120215,51.2244136300524,27.74285937801,2,122.757641014923,0.61489,1.09967206922979,0.715867208967471,27.2020564016055,22.2549734120215,51.2244136300524,27.74285937801,2,28.0339850858174,0.125780154237463,0.631098770062424,0.526373245202042,74.0488312223813,74.9991063921738,51.5278701762993,945.646394441109,0.0437370845456845,68878.7743839711,4.87202669083815,9.24729463198635
Benin,1,214.337908334676,55,-1855.09108089802,0.0469606687901564,234458.866342548,95.2751624278798,1,214.337908334676,0.73959,0.346954616771933,0.256604165018354,-38.2271825616322,191.466354284339,44.2080772381826,80.0469789263314,1,214.337908334676,0.73959,0.346954616771933,0.256604165018354,-38.2271825616322,191.466354284339,44.2080772381826,80.0469789263314,1,0,0,0,0,0,0,0,0,0,0,0,0
Togo,7,189.840192768792,66,-543.534446220024,-0.147378967761976,377376.150932933,103.449156429311,7,27.1200275383989,0.451092857142857,1.18226352476501,0.641498121721851,132.976323266482,386.735083041432,344537028.412427,264.397646937237,7,9.16163782570377,0.4031,1.48818925475029,0.694970878565704,81.1572377134656,-31.8863804414385,374.65613819767,61.0143869348667,7,31.7492645556955,0.233549239042098,0.70358128561856,0.510880298109001,181.553779381025,1049.95975071917,836277019.282529,237.459800489798,0.10333690542354,83675.6209348076,511.219714811271,26.2777114463658
Seychelles,1,120.435462382535,57,1092.62645417854,-0.0753635159472301,504329.077286102,84.1683591327258,1,120.435462382535,0.19093,1.9,0.473282527192472,507.381957580928,-45.0604023219739,38716060742.1821,233.693203863881,1,120.435462382535,0.19093,1.9,0.473282527192472,507.381957580928,-45.0604023219739,38716060742.1821,233.693203863881,1,0,0,0,0,0,0,0,0,0,0,0,0
Greenland,2,119.521444101753,29,-788.547112829792,0.0634046185308619,96831.8515693644,41.1289855726549,2,59.7607220508763,0.51984,0.531902886098147,0.281094048530374,-27.4788117157393,103.171476567907,22.9606273384398,45.7476099530898,2,59.7607220508763,0.51984,0.531902886098147,0.281094048530374,-27.4788117157393,103.171476567907,22.9606273384398,45.7476099530898,2,44.5677932914818,0.0762402531475335,0.12039971095668,0.103140996429747,6.45153608581366,49.4381210124899,16.0393892222913,369.419464840342,0.00872612354062879,53911.2112922763,22.7454316968095,19.965916273869
Eritrea,2,109.632155325441,53,838.280843285941,-0.151056576458298,451434.861132331,74.8605085560788,2,54.8160776627206,0.210875,1.82419300556837,0.439955730256969,418.525913383847,-42.5941457972533,17826333096.4788,191.88059165031,2,54.8160776627205,0.210875,1.82419300556837,0.439955730256969,418.525913383847,-42.5941457972533,17826333096.4788,191.88059165031,2,51.0472575915462,0.00423556961930742,0.107207279647946,0.0933782786587841,169.468375008406,6.82562535929784,16969315454.2512,327.231894461267,0.0435105364555741,228276.574500584,61.8921320386308,37.3293855852974
Serbia and Montenegro,6,59.2401973742896,57,230.87234400447,-0.47295457921365,131311.847571233,17.8782337714366,6,9.87336622904827,0.672903333333334,1.57762073267739,1.06851560703493,204.833261635826,-35.1767861688867,1210521030.2847,75.0477921226604,6,6.09047270249786,0.690395,1.66011615168452,1.03095730552752,152.732736649053,-40.6834875700761,952889915.783677,44.5453124439791,6,10.3288142530386,0.273274540685126,0.377313167448881,0.241496840488104,197.810689703926,15.6611519278047,1380088594.06194,28.7536410577344,0.0432863502137429,17294.7909420205,84.6110352998637,2.56314440382267
Sao Tome and Principe,1,47.1240462182505,30,222.473092731997,-0.079462283281821,111496.098403469,16.9464059810149,1,47.1240462182505,0.39812,1.59905972896512,0.636617659295594,153.052185396241,-38.2851974371792,254.59643464061,56.1706565981935,1,47.1240462182505,0.39812,1.59905972896512,0.636617659295594,153.052185396241,-38.2851974371792,254.59643464061,56.1706565981935,1,0,0,0,0,0,0,0,0,0,0,0,0
Palestine, Occupied Tr.,2,40.7791371368584,29,55.3021530804598,-0.119013141664466,44922.2989204228,7.84759349986072,2,20.3895685684292,0.3879,1.41013156200194,1.03737999472665,207.077981172654,-20.4123684751456,1803941776.78082,85.2527426841667,2,20.3895685684292,0.3879,1.41013156200194,1.03737999472665,207.077981172654,-20.4123684751456,1803941776.78082,85.2527426841667,2,13.3912989879337,0.0338986990900831,0.69277858879538,0.993440672184126,298.23154860261,39.6627048631227,2551158923.93472,52.4967126530021,0.0966579594379764,29331.7540606393,115.559992620567,4.10570727946876
Isle of Man,6,22.9502727423312,3,-192.762776077478,-0.131705658129185,39097.767450039,13.8748493030612,6,3.8250454570552,0.477976666666667,0.818346575092083,0.449702167154641,82.1046017205476,201.727233313509,38371901.2499776,158.899527935856,6,2.74964740408564,0.419795,0.700491995533095,0.276890427885112,6.80040261558256,56.7766909622526,60.0179293358858,91.7165359023762,6,4.02943925679243,0.25128259316289,0.681755142261686,0.460689159552693,211.071107902348,406.754561475663,93991309.325398,62.3707503529653,0.0841742021622713,10044.5843996291,210.689102106297,3.33677838926778
Falkland Is.(Malvinas),1,12.4520090722825,3,22.8474699278142,-0.0200645553581094,8525.29700050835,1.41754713929306,1,12.4520090722825,0.21087,1.14252846328414,0.240924977052726,30.588431460641,-13.5843244940731,26.2304715029572,12.8488751793073,1,12.4520090722825,0.21087,1.14252846328414,0.240924977052726,30.588431460641,-13.5843244940731,26.2304715029572,12.8488751793073,1,0,0,0,0,0,0,0,0,0,0,0,0
St. Pierre and Miquelon,2,10.848812518437,3,78.1811018818317,-0.0581523981421898,25898.9586466061,5.78860257310763,2,5.4244062592185,0.186985,1.48529018043132,0.452352388935328,244.331744733655,-18.0031856830841,484269686.490966,141.152110526594,2,5.42440625921851,0.186985,1.48529018043132,0.452352388935328,244.331744733655,-18.0031856830841,484269686.490966,141.152110526594,2,4.06450249536073,0.105252844379618,0.586488251283319,0.469303749229751,209.152294493087,39.386563687179,684860508.948304,17.814879419609,0.0505424758385688,423.551914837978,35.8777766203697,1.84466336640137
Trinidad and Tobago,1,7.75151085947164,3,-2.66244118549621,0.00942106481546121,518.208150712377,0.288792363829151,1,7.75151085947164,0.39109,0.989596575053212,0.387021324537561,-4.07135624436097,8.29986811039054,2.6215342141654,3.89059466744348,1,7.75151085947164,0.39109,0.989596575053212,0.387021324537561,-4.07135624436097,8.29986811039054,2.6215342141654,3.89059466744348,1,0,0,0,0,0,0,0,0,0,0,0,0
Reunion,1,1.91777174219509,0.5,10.2522500694679,-0.0799561565326384,5684.56114930982,0.96153150088399,1,1.91777174219509,0.16351,1.59451559312039,0.260719244631114,224.548281152577,-38.1923789906594,890.942092289412,100.595571607114,1,1.91777174219509,0.16351,1.59451559312039,0.260719244631114,224.548281152577,-38.1923789906594,890.942092289412,100.595571607114,1,0,0,0,0,0,0,0,0,0,0,0,0
Palau,1,0.802070722502041,1,4.3004852906323,-0.167243407826082,1745.00704203914,0.493257705241435,1,0.802070722502041,0.61449,1.9,1.24677284925764,454.949915164761,-52.4763570873785,119888658.814859,163.732416026797,1,0.802070722502041,0.61449,1.9,1.24677284925764,454.949915164761,-52.4763570873785,119888658.814859,163.732416026797,1,0,0,0,0,0,0,0,0,0,0,0,0
